artist,track,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
Ehud Banai,◊ì◊ï◊ì ◊ï◊©◊ê◊ï◊ú,4.32,29.0,0.598,0.589,4.0,-13.802,0,0.0286,0.131,0.0124,0.156,0.665,130.703,4,rock
Asha Bhosle,Haye Haye Ye Thanda Pani,3.48,2.0,0.56,0.684,4.0,-8.624,1,0.221,0.786,0.00385,0.656,0.7,95.918,4,bollywood
Ayreon,"Get Out! Now! (feat. Tom Baker, Dee Snider, Marcela Bovio, Caroline Westendorp, Joe Satriani, Joost van den Broek)",5.05,35.0,0.606,0.853,4.0,-8.516,1,0.054,0.0017,4.29e-05,0.621,0.439,131.969,4,metal
Lee Fields,Let a Man Do What He Wanna Do,2.84,38.0,0.845,0.743,9.0,-7.445,0,0.0931,0.0799,0.00209,0.694,0.956,112.493,4,pop
Nick Waterhouse,Place Names,3.89,43.0,0.512,0.667,3.0,-5.463,1,0.0273,0.63,0.0684,0.256,0.495,103.944,4,pop
Primer 55,Loose,3.04,48.0,0.649,0.923,1.0,-4.537,1,0.0348,4.51e-05,0.623,0.369,0.517,108.217,4,metal
Seckou Keita,Mikhi Nathan Mu-Toma,6.62,28.0,0.371,0.246,4.0,-19.136,1,0.0432,0.922,0.917,0.208,0.413,113.846,4,instrumental
Guns N' Roses,Chinese Democracy,4.72,53.0,0.474,0.8,2.0,-10.472,1,0.0775,0.000769,0.0309,0.131,0.156,133.94,4,metal
Tobe Nwigwe,GIVE IT BACK,2.18,38.0,0.817,0.608,9.0,-6.768,1,0.26,0.000848,0.000618,0.125,0.11,118.661,4,hiphop
John Denver,Thank God I'm a Country Boy,3.22,67.0,0.762,0.537,9.0,-9.58,1,0.0478,0.785,0.000669,0.0551,0.958,105.603,4,rock
White Void,The Shovel and the Cross,5.61,29.0,0.393,0.85,9.0,-11.458,0,0.0545,0.000473,0.282,0.339,0.344,130.082,4,metal
David Darling,Darkwood 1,2.39,40.0,0.0985,0.00711,5.0,-30.47,0,0.0486,0.91,0.927,0.108,0.114,172.161,4,instrumental
Zohar Argov,◊ë◊ì◊ì,4.77,29.0,0.544,0.539,5.0,-7.721,0,0.0265,0.0362,2.13e-06,0.329,0.347,68.546,4,pop
VEXED,Fake,3.59,9.0,0.413,0.994,5.0,-3.621,1,0.171,0.00116,3.36e-06,0.286,0.0424,124.993,4,rock
Matchbox,Rockabilly Rebel,2.78,45.0,0.639,0.964,7.0,-6.029,1,0.0407,0.556,0.00483,0.143,0.925,107.809,4,rock
R. D. Burman,Bombay To Goa Theme - Instrumental,2.72,3.0,0.306,0.719,8.0,-8.044,1,0.204,0.854,0.77,0.0903,0.392,170.909,4,bollywood
BVDLVD,WHATS UP?,2.8,42.0,0.5,0.967,1.0,1.355,1,0.446,0.159,0.000237,0.358,0.292,80.034,4,rock
Avenged Sevenfold,Nightmare,6.24,71.0,0.554,0.949,2.0,-4.928,1,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,4,metal
Mastodon,Iron Tusk,3.05,45.0,0.468,0.982,2.0,-6.274,1,0.074,7.63e-06,0.752,0.177,0.261,127.616,4,metal
Melanie C,Never Be The Same Again - Acoustic,3.42,40.0,0.686,0.387,7.0,-8.148,0,0.0316,0.7,2.66e-06,0.114,0.471,80.991,4,pop
Stratovarius,Hunting High And Low,4.15,53.0,0.505,0.978,6.0,-3.166,0,0.11,0.000163,0.268,0.346,0.389,93.793,4,metal
◊ê◊ë◊ô◊ë ◊û◊ê◊®◊ß,◊ú◊ô◊ú◊î ◊©◊ú ◊®◊ï◊ß ◊ò◊ô◊§◊™◊ô,3.05,4.0,0.4,0.723,2.0,-7.679,1,0.0626,0.349,0.00124,0.265,0.201,184.475,4,rock
Monthly Mu & New Caledonia,ISSUE,4.19,36.0,0.886,0.49,9.0,-9.215,0,0.109,0.317,5.04e-06,0.12,0.499,108.006,4,pop
KISS,We Are One,4.69,50.0,0.507,0.873,5.0,-4.683,0,0.0432,0.00561,1.27e-06,0.268,0.362,89.137,4,metal
Semisonic,Closing Time,4.57,72.0,0.478,0.854,7.0,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,4,pop
RJD2,Ghostwriter,5.3,62.0,0.747,0.68,1.0,-6.187,1,0.0346,0.0107,0.803,0.0964,0.594,93.804,4,pop
Merrell Fankhauser & H.M.S Bounty,A Visit With Ashiya,3.49,23.0,0.501,0.437,5.0,-14.575,1,0.0255,0.0688,0.000393,0.349,0.406,91.145,4,rock
Swifta Beater,Yeah Yeah 2,3.09,26.0,0.557,0.764,1.0,-7.928,0,0.117,0.00875,0.148,0.213,0.524,140.041,4,hiphop
Winter Jazz Trio,Peace,3.42,44.0,0.511,0.19,2.0,-15.757,0,0.0332,0.957,0.737,0.189,0.113,97.135,4,instrumental
Yehudit Ravitz,◊ê◊û◊®◊™ - ◊ê◊û◊®◊™,3.73,14.0,0.833,0.538,5.0,-12.777,1,0.033,0.272,0.00303,0.285,0.896,119.586,4,rock
Deftones,Swerve City,2.75,54.0,0.457,0.964,10.0,-2.963,1,0.0656,0.0001,0.00811,0.67,0.372,111.972,4,metal
Eric B. & Rakim,Follow The Leader,5.61,42.0,0.787,0.623,10.0,-18.273,0,0.178,0.19,4.55e-06,0.107,0.818,109.906,4,hiphop
Guru,Insert A (Mental Relaxation)/Medicine,4.33,43.0,0.728,0.481,6.0,-13.32,1,0.179,0.088,2.87e-05,0.309,0.652,82.944,4,hiphop
Pearl Jam,Alive,5.68,75.0,0.284,0.875,11.0,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,4,rock
Tim Montana,Stronger Than You,3.14,50.0,0.66,0.619,9.0,-4.193,0,0.0265,0.665,2.6e-05,0.0893,0.531,144.869,4,rock
Shokran,Creatures from the Mud,4.43,40.0,0.472,0.989,11.0,-3.127,0,0.119,5.48e-05,0.00102,0.313,0.137,122.535,4,metal
Lata Mangeshkar,Tum Mujhse Door Chale Jana Na,4.56,6.0,0.309,0.258,8.0,-12.18,0,0.0458,0.99,0.000234,0.136,0.157,77.03,1,bollywood
Disturbed,The Vengeful One,4.2,67.0,0.238,0.967,4.0,-2.602,0,0.136,0.000213,1.18e-06,0.26,0.58,170.128,4,metal
Outkast,ATLiens,3.84,67.0,0.918,0.734,11.0,-2.832,0,0.269,0.0296,8.01e-06,0.191,0.608,97.044,4,hiphop
The Stone Roses,I Am the Resurrection - Remastered,8.22,58.0,0.357,0.866,4.0,-6.324,1,0.0411,0.00191,0.114,0.0815,0.721,129.071,4,rock
DBN Gogo,Khuza Gogo,6.34,58.0,0.632,0.541,1.0,-12.129,1,0.242,0.341,0.00215,0.0937,0.484,113.007,4,pop
Britney Spears,Better,3.17,36.0,0.657,0.824,1.0,-3.155,1,0.0347,0.0189,0.00108,0.0859,0.76,96.996,4,pop
The Go Getters,Welcome to My Hell,3.14,43.0,0.583,0.92,9.0,-5.607,0,0.0948,0.202,0.00371,0.0744,0.632,97.722,4,rock
"Louise Farrenc, David Berlin, Benjamin Martin","Cello Sonata in B-Flat Major, Op. 46: II. Andante sostenuto",5.54,37.0,0.252,0.034,3.0,-29.298,1,0.0407,0.971,0.928,0.112,0.147,118.01,3,instrumental
The Kinks,All Day and All of the Night,2.36,68.0,0.551,0.86,7.0,-7.839,1,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,4,rock
NOFX,Linewleum (feat. Avenged Sevenfold),3.33,49.0,0.489,0.953,4.0,-3.475,1,0.0607,2.3e-05,0.06,0.0408,0.354,99.939,4,rock
Exhorder,The Man That Never Was,3.38,40.0,0.476,0.984,2.0,-4.457,1,0.088,1.4e-05,0.00861,0.363,0.351,93.992,4,metal
In Flames,The Truth,3.08,45.0,0.482,0.992,10.0,-4.001,0,0.0959,0.00179,0.00179,0.198,0.186,125.065,4,rock
Scar Of The Sun,Inertia,3.84,31.0,0.474,0.907,11.0,-12.085,0,0.0548,3.62e-05,2.23e-05,0.182,0.149,101.201,3,metal
The Dose,Cold Hands,4.31,36.0,0.61,0.678,2.0,-8.776,1,0.0326,0.0125,0.023,0.146,0.315,125.012,4,rock
Taylor Swift,Out Of The Woods,3.93,67.0,0.553,0.841,7.0,-6.937,1,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,4,pop
Fall Out Boy,Beat It - Studio Version,3.8,54.0,0.56,0.93,7.0,-4.492,1,0.0661,0.0378,2.37e-06,0.317,0.807,149.93,4,rock
Belle Mt.,Hollow,3.94,58.0,0.415,0.23,11.0,-9.666,1,0.0499,0.803,5.4e-06,0.0908,0.203,177.999,3,rock
"Scott Hamilton, Dena DeRose, Ignasi González, Jo Krause",Young and Foolish,5.51,48.0,0.456,0.276,5.0,-7.419,1,0.0316,0.965,0.0525,0.0775,0.157,103.335,4,instrumental
Fugazi,Waiting Room,2.89,65.0,0.616,0.727,1.0,-8.176,0,0.0365,0.00401,0.86,0.157,0.54,92.259,4,rock
The Rasmus,In the Shadows,4.3,69.0,0.6,0.796,2.0,-4.481,1,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,4,rock
Disturbed,Stricken,4.09,73.0,0.404,0.969,8.0,-2.938,1,0.195,8.51e-05,0.0114,0.268,0.29,173.878,4,metal
Black Veil Brides,Lost It All,5.33,49.0,0.254,0.563,10.0,-7.495,0,0.0392,0.0895,0.00221,0.195,0.0979,111.685,4,rock
Manfred Mann's Earth Band,Blinded By The Light,7.14,59.0,0.456,0.696,5.0,-10.0,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,4,rock
Fiona Apple,Criminal,5.69,62.0,0.595,0.804,7.0,-7.911,0,0.0326,0.0129,1.97e-05,0.299,0.586,89.846,4,rock
Mohammed Rafi,Tumsa Nahin Dekha,3.51,22.0,0.756,0.526,6.0,-9.258,1,0.037,0.619,0.000522,0.155,0.966,126.612,4,bollywood
Loft Trio,Dave’s Waltz,4.42,53.0,0.467,0.157,10.0,-19.59,1,0.0354,0.939,0.929,0.148,0.153,90.97,3,instrumental
The Cure,10:15 Saturday Night,3.7,49.0,0.651,0.409,9.0,-10.864,0,0.0879,0.00428,0.0277,0.176,0.363,173.76,4,rock
Narkis,◊û◊û◊î ◊ê◊™◊î ◊ë◊ï◊®◊ó,3.73,36.0,0.702,0.763,2.0,-5.237,0,0.0518,0.0175,1.91e-05,0.189,0.6,103.004,4,hiphop
"Britney Spears, Ape Drums",Mood Ring (By Demand) - Ape Drums Remix,3.64,30.0,0.821,0.582,8.0,-3.908,0,0.0621,0.133,0.00039,0.0527,0.88,104.991,4,pop
Metallica,Fuel,4.5,67.0,0.49,0.951,1.0,-3.777,1,0.0477,2.02e-05,0.0027,0.0314,0.589,106.946,4,metal
One Minute Silence,Rise And Shine,3.27,38.0,0.686,0.932,7.0,-5.562,0,0.0612,0.018,0.0052,0.151,0.48,118.116,4,metal
Scott Hamilton,Good Morning Heartache,5.37,45.0,0.526,0.17,9.0,-13.089,0,0.0411,0.823,0.777,0.114,0.18,117.414,4,instrumental
Bryce Janey,Funky Guitar Blues,4.36,43.0,0.563,0.871,5.0,-5.825,1,0.029,0.000197,0.0128,0.0928,0.517,114.894,4,rock
T Garcia,Poquito,2.85,54.0,0.844,0.785,11.0,-5.405,0,0.0833,0.343,0.00011,0.505,0.454,99.992,4,pop
Big Homie Ty.Ni,Jelly,2.38,62.0,0.886,0.708,10.0,-4.391,0,0.36,0.176,1.53e-05,0.328,0.533,145.967,4,hiphop
The Detroit Cobras,Cha Cha Twist,2.53,43.0,0.537,0.823,9.0,-5.874,1,0.0322,0.00784,2.19e-06,0.122,0.759,132.241,4,rock
Eyal Golan,◊í◊ë◊® ◊û◊ê◊ï◊î◊ë,3.86,29.0,0.666,0.948,4.0,-2.709,0,0.0466,0.28,3.65e-06,0.299,0.768,103.997,4,pop
Ariel View,Temporary,3.57,37.0,0.576,0.519,6.0,-8.847,1,0.0269,0.0839,0.0882,0.266,0.546,110.07,4,rock
The Killers,Here With Me,4.87,59.0,0.5,0.731,10.0,-4.535,1,0.0312,0.192,0.00045,0.158,0.112,135.97,4,rock
Crim,A Song and a Promise,3.5,22.0,0.428,0.987,11.0,-4.197,0,0.127,0.000534,7.3e-05,0.227,0.139,96.9,4,metal
Kelvyn Boy,Tele,3.24,49.0,0.848,0.743,1.0,-7.095,0,0.0804,0.362,0.0014,0.102,0.706,100.036,4,pop
Afterglow,Black Hole,4.03,44.0,0.26,0.901,7.0,-5.871,1,0.051,1.6e-05,0.292,0.314,0.218,90.369,3,metal
Movement At Night,No Matter What,4.34,25.0,0.484,0.833,7.0,-5.453,1,0.0522,6.29e-05,0.00556,0.0296,0.279,87.516,4,rock
The Strokes,Heart In a Cage,3.44,59.0,0.418,0.857,8.0,-5.133,1,0.0404,2.73e-06,0.805,0.368,0.12,140.02,4,rock
Boy Bjorn,Too Young,3.21,36.0,0.624,0.613,4.0,-6.709,1,0.0262,0.409,0.00364,0.386,0.808,76.002,4,rock
Unprocessed,Exhale,3.45,29.0,0.339,0.984,1.0,-2.535,1,0.255,9.59e-05,0.784,0.262,0.374,142.385,3,metal
Death From Above 1979,One + One,3.77,49.0,0.508,0.797,8.0,-8.07,1,0.123,0.000457,0.0539,0.095,0.516,149.969,4,rock
Harlott,Detritus of the Final Age,4.9,14.0,0.283,0.949,8.0,-5.636,1,0.107,1.79e-05,0.0176,0.271,0.107,102.783,3,metal
Porno for Pyros,Pets,3.61,57.0,0.578,0.515,11.0,-9.541,1,0.0347,0.05,0.0268,0.119,0.302,112.879,4,rock
Kadinja,Stone of Mourning,3.66,34.0,0.376,0.987,2.0,-3.882,1,0.23,2.13e-05,8.83e-06,0.179,0.274,75.052,4,metal
Afterglow,Ephemeral,4.1,42.0,0.54,0.934,4.0,-5.232,1,0.0612,3.26e-05,0.000261,0.405,0.494,115.061,4,metal
Knesiyat Hasechel,Lemaya Yesh Ekdach (Maya Has A Gun),4.03,31.0,0.594,0.772,9.0,-6.423,1,0.0288,0.0333,0.0022,0.107,0.338,108.036,4,rock
Bloc Party,Flux,3.61,54.0,0.49,0.963,1.0,-3.755,0,0.148,0.00052,0.00281,0.055,0.317,152.029,4,rock
"Maria Theresia von Paradis, Jian Wang, Göran Söllscher",Sicilienne (Arr. by Söllscher),3.17,18.0,0.331,0.0236,5.0,-27.06,1,0.0473,0.99,0.857,0.108,0.101,34.132,4,instrumental
Electric Six,Danger! High Voltage - Soulchild Radio Mix,3.58,59.0,0.66,0.698,11.0,-4.722,0,0.0302,1.92e-05,0.166,0.0517,0.511,123.005,4,rock
Lanai String Section,Escapes within,1.48,42.0,0.212,0.0284,7.0,-25.232,0,0.0453,0.87,0.908,0.0815,0.0391,88.931,4,instrumental
Penfold,M,4.39,27.0,0.264,0.927,2.0,-5.659,1,0.082,0.00395,0.000133,0.0962,0.111,150.024,4,rock
Radiohead,Everything In Its Right Place,4.19,66.0,0.296,0.463,5.0,-11.412,0,0.0449,0.705,0.0482,0.0954,0.0629,123.943,5,rock
Twenty One Pilots,Saturday,2.87,68.0,0.687,0.89,8.0,-5.99,1,0.0344,0.00396,0.000939,0.0436,0.854,113.06,4,pop
Eliad,◊û◊ß◊°◊ô◊ß◊ï,3.96,26.0,0.723,0.854,8.0,-7.936,1,0.0585,0.00139,0.000195,0.276,0.52,95.001,4,pop
Plini,Handmade Cities,4.75,44.0,0.588,0.755,8.0,-6.842,1,0.0434,0.0497,0.684,0.163,0.437,102.941,4,metal
Sarit Hadad,◊ú◊ï ◊ô◊î◊ô,3.57,13.0,0.385,0.479,9.0,-6.427,0,0.026,0.521,1.28e-06,0.139,0.359,82.858,4,pop
Gemma Griffiths,Ndinewe,3.91,37.0,0.571,0.639,9.0,-6.242,1,0.0481,0.101,0.428,0.121,0.341,94.946,4,pop
John Henriksson,The Distance,2.59,45.0,0.375,0.131,6.0,-19.125,1,0.033,0.946,0.936,0.111,0.0366,64.128,4,instrumental
PVRIS,Use Me (feat. 070 Shake),3.38,56.0,0.315,0.618,10.0,-6.71,0,0.053,0.0353,0.0118,0.113,0.226,79.175,4,rock
Cold Cave,Prayer From Nowhere,5.05,40.0,0.464,0.875,11.0,-9.198,0,0.0256,0.00116,0.748,0.104,0.683,104.986,4,rock
Rammstein,DEUTSCHLAND,5.37,73.0,0.521,0.895,7.0,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,4,rock
Coal Chamber,Loco,4.24,56.0,0.497,0.914,6.0,-6.532,1,0.0601,0.00178,0.00105,0.258,0.16,133.738,4,metal
Rotting Christ,Œß Œû Œ£ - 666,5.8,47.0,0.39,0.758,3.0,-6.329,1,0.0312,0.00114,0.829,0.0978,0.0993,84.003,4,metal
AC/DC,Hard as a Rock,4.52,61.0,0.481,0.724,4.0,-5.642,1,0.0324,0.0018,0.177,0.11,0.2,116.322,4,rock
Yehudit Ravitz,◊ô◊ú◊ì◊î ◊ß◊ò◊†◊î ◊ë◊ô◊¢◊®,4.96,11.0,0.656,0.494,4.0,-10.666,1,0.0302,0.0189,0.149,0.11,0.316,139.151,4,rock
Vokonis,Grasping Time - Single Version,4.34,31.0,0.199,0.824,5.0,-7.814,0,0.0444,6.65e-06,0.799,0.15,0.412,142.911,4,metal
Vintage Trouble,Blues Hand Me Down,3.76,38.0,0.399,0.97,5.0,-3.381,0,0.0625,0.00298,0.000113,0.116,0.701,161.801,4,pop
Black Pool,Olive Juice,3.28,38.0,0.74,0.363,9.0,-8.706,1,0.0377,0.515,0.000441,0.124,0.308,145.562,4,pop
At The Drive In,One Armed Scissor,4.34,48.0,0.253,0.931,4.0,-4.189,0,0.142,0.0611,3.1e-05,0.639,0.25,162.374,4,rock
Volumes,NO LOVE,3.29,36.0,0.544,0.985,1.0,-5.236,1,0.0895,0.00106,0.000143,0.311,0.424,109.991,4,metal
Mötley Crüe,"Girls, Girls, Girls",4.51,70.0,0.6,0.931,7.0,-4.647,1,0.0734,0.0296,7.1e-05,0.392,0.542,140.123,4,rock
"Jatin-Lalit, Asha Bhosle, Udit Narayan",Ajnabi Mujhko Itna Bata,6.23,46.0,0.535,0.727,5.0,-4.532,0,0.0442,0.768,3.86e-05,0.0713,0.621,98.23,4,bollywood
Frankie Goes To Hollywood,Relax,3.95,71.0,0.676,0.695,11.0,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,4,pop
Ravid Plotnik,◊†◊™◊®◊ê◊î ◊ë◊í◊ú◊í◊ï◊ú ◊î◊ë◊ê,3.56,47.0,0.51,0.396,6.0,-13.945,0,0.0389,0.184,0.51,0.68,0.197,111.506,3,hiphop
The Killers,Jenny Was A Friend Of Mine,4.07,55.0,0.542,0.961,11.0,-5.606,1,0.0518,0.000128,0.00119,0.286,0.472,114.048,4,rock
The Flower Kings,Black Flag,7.66,28.0,0.399,0.59,4.0,-8.305,1,0.0315,0.0737,0.00133,0.333,0.199,139.912,4,rock
Between The Buried And Me,The Coma Machine,7.6,44.0,0.273,0.971,7.0,-4.495,1,0.139,7e-05,0.00079,0.284,0.249,145.088,4,metal
Travis,Side,3.99,61.0,0.455,0.849,7.0,-5.461,0,0.0284,0.000493,1.52e-05,0.466,0.533,90.955,4,rock
Lil Nas X,SUN GOES DOWN,2.8,42.0,0.551,0.636,2.0,-6.798,1,0.054,0.0837,4.28e-06,0.112,0.148,174.065,4,hiphop
Jan Harbeck Quartet,Lighter Shades,5.8,42.0,0.508,0.162,7.0,-12.7,0,0.0302,0.928,0.418,0.101,0.38,71.541,4,instrumental
VRSTY,MONTERO (Call Me By Your Name),3.0,34.0,0.469,0.884,11.0,-5.626,1,0.315,0.0506,3.98e-06,0.0861,0.174,178.944,4,rock
Lo Greco Bros Quartet,Naima,4.66,34.0,0.364,0.501,10.0,-6.138,0,0.0349,0.744,0.113,0.305,0.177,175.564,5,instrumental
The Fall of Troy,F.C.P.R.E.M.I.X.,3.96,59.0,0.226,0.891,9.0,-5.531,0,0.0702,0.000631,9.75e-06,0.225,0.511,167.876,4,rock
The Damned,The Shadow Of Love,3.83,37.0,0.483,0.6,5.0,-11.83,1,0.0323,0.159,0.299,0.521,0.655,109.925,4,rock
Architects,Gravedigger,4.09,49.0,0.529,0.943,2.0,-4.446,1,0.0571,5.11e-05,4.34e-05,0.142,0.226,119.983,4,metal
"Mauricio Hernandez Monterrubio, José Isidoro",Campeche,3.64,47.0,0.57,0.278,2.0,-7.268,1,0.0528,0.953,0.849,0.0997,0.287,122.99,3,instrumental
Blackbriar,Deadly Diminuendo,5.01,46.0,0.424,0.82,10.0,-6.895,0,0.0538,0.00484,0.000975,0.12,0.153,115.1,4,metal
P.O.D.,Youth of the Nation,4.27,71.0,0.563,0.86,8.0,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,4,rock
Cannibal Corpse,Necrogenic Resurrection,3.11,53.0,0.462,0.974,1.0,-5.82,1,0.0816,2.94e-05,0.723,0.0751,0.399,107.877,3,metal
Marcus Miller,For the Love of Freedom,2.54,46.0,0.538,0.0687,2.0,-17.993,0,0.0371,0.967,0.461,0.0854,0.132,103.808,4,instrumental
Jasmin Moallem,◊ê◊ï◊® ◊î◊ô◊®◊ó,3.47,51.0,0.625,0.624,9.0,-8.391,1,0.14,0.179,7.15e-05,0.22,0.394,150.005,4,hiphop
The 1975,It's Not Living (If It's Not With You),4.14,70.0,0.618,0.837,1.0,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,4,rock
The Fray,Heartbeat,3.68,53.0,0.458,0.821,9.0,-5.076,1,0.0334,0.000594,9.46e-05,0.161,0.323,144.46,4,rock
Oceanhoarse,Reaching Skywards,4.11,34.0,0.32,0.967,7.0,-5.898,0,0.0548,2.06e-06,0.859,0.305,0.081,130.338,4,metal
Garbage,Push It,4.04,46.0,0.568,0.907,4.0,-7.002,0,0.0318,0.000324,0.174,0.0702,0.895,123.886,4,rock
Led Zeppelin,The Ocean - Remaster,4.52,56.0,0.443,0.555,4.0,-9.303,0,0.0474,0.0533,0.024,0.311,0.755,87.982,4,rock
Pepper,Stone Love,4.25,62.0,0.837,0.478,6.0,-5.861,0,0.0627,0.0571,0.00129,0.0569,0.81,78.746,4,rock
Common,What Do You Say (Move It Baby) [Feat. PJ],4.04,54.0,0.793,0.699,6.0,-9.849,1,0.37,0.0199,0.000183,0.108,0.897,98.957,4,hiphop
"Camille Saint-Saëns, Sol Gabetta","The Carnival of the Animals, R. 125: XIII. The Swan",3.22,8.0,0.197,0.0527,7.0,-24.809,1,0.0432,0.991,0.945,0.0731,0.0386,82.876,4,instrumental
Carmella Gross & Wagner,◊™◊û◊ï◊†◊î ◊ê◊ô◊û◊§◊®◊°◊ô◊ï◊†◊ô◊°◊ò◊ô◊™,3.27,28.0,0.735,0.385,2.0,-15.624,1,0.0356,0.367,0.567,0.0659,0.533,126.023,4,rock
Henry Webb-Jenkins,Months,3.23,20.0,0.687,0.199,8.0,-13.854,1,0.0402,0.839,0.00796,0.117,0.153,112.417,3,pop
N.O.R.E.,Superthug,5.01,48.0,0.845,0.921,2.0,-4.711,1,0.184,0.00766,9.75e-06,0.0419,0.367,95.84,4,hiphop
Mustasch,Down in Black,2.71,39.0,0.524,0.94,10.0,-5.602,0,0.0504,0.000337,0.242,0.287,0.654,95.919,4,metal
Beware Of Darkness,Howl,4.06,46.0,0.23,0.888,2.0,-3.414,1,0.0512,0.000776,0.000292,0.414,0.368,90.716,4,rock
Kaunis Kuolematon,Hyv√§sti,7.55,34.0,0.436,0.907,4.0,-6.784,0,0.0608,0.000493,0.793,0.348,0.0692,115.017,4,metal
You Me At Six,WYDRN,3.5,46.0,0.556,0.881,4.0,-4.656,0,0.04,0.0391,1.78e-05,0.187,0.736,133.058,4,rock
Shlomo Artzi,◊ì◊ë◊ß,3.78,35.0,0.637,0.625,10.0,-8.169,0,0.0342,0.641,5.64e-06,0.12,0.491,113.993,4,rock
Melike ≈ûahin,Uykumun Boynunu B√ºkme,4.57,53.0,0.538,0.477,9.0,-10.481,0,0.027,0.0322,0.000244,0.0939,0.721,105.898,4,rock
John Garcia,Jim's Whiskers,3.7,32.0,0.343,0.872,5.0,-5.602,0,0.0914,0.0207,0.364,0.147,0.588,115.991,4,rock
"Clifford Brown, Max Roach Quintet",If I Love Again,3.4,27.0,0.552,0.69,2.0,-9.203,0,0.045,0.604,0.0976,0.24,0.948,128.789,4,instrumental
Machine Head,Battery,5.08,38.0,0.277,0.993,6.0,-5.27,0,0.147,0.00067,0.0701,0.0985,0.0736,99.456,4,metal
Candlemass,The Pendulum,4.99,34.0,0.217,0.807,8.0,-4.802,1,0.0469,1.19e-05,0.179,0.0733,0.249,103.893,3,metal
Westlife,Talk Me Down,4.03,1.0,0.345,0.346,4.0,-8.168,1,0.0284,0.496,6.21e-06,0.117,0.155,149.713,4,pop
Yuval Dayan,◊¶◊ë◊¢◊ô◊ù,4.34,32.0,0.37,0.57,4.0,-8.316,0,0.0361,0.285,0.0054,0.102,0.362,113.595,4,pop
Red Hot Chili Peppers,Taste The Pain - Remastered,4.53,40.0,0.641,0.828,11.0,-5.412,0,0.0722,0.0864,8.85e-06,0.246,0.776,104.714,4,rock
Wars,"High Art, Low Culture",2.64,39.0,0.46,0.949,9.0,-1.026,1,0.0751,0.00026,0.58,0.0421,0.255,142.917,4,metal
The James Hunter Six,He's Your Could've Been,2.68,39.0,0.908,0.517,2.0,-9.919,0,0.108,0.784,0.0025,0.0851,0.762,114.68,4,pop
Erkin Koray,Fesuphanallah,3.62,52.0,0.58,0.422,5.0,-14.462,0,0.0342,0.409,9.79e-05,0.0581,0.844,134.912,4,rock
The Haunted,99,3.98,51.0,0.39,0.967,9.0,-3.619,1,0.0625,4.45e-06,0.0591,0.608,0.416,177.041,4,metal
Sugar Ray,Fly,4.08,66.0,0.835,0.648,1.0,-8.15,1,0.0488,0.0202,0.225,0.308,0.674,99.701,4,pop
Laura Les,Haunted,1.7,70.0,0.51,0.817,9.0,-8.666,1,0.0373,0.000654,0.0344,0.146,0.547,169.481,4,rock
Thou,Them Bones,2.8,32.0,0.159,0.785,9.0,-6.162,1,0.0388,3.44e-06,0.722,0.373,0.535,152.348,4,metal
Scissor Sisters,Take Your Mama,4.53,56.0,0.758,0.954,8.0,-4.573,1,0.108,0.196,4.11e-05,0.0531,0.924,153.973,4,pop
Long Distance Calling,Immunity,5.67,30.0,0.517,0.831,4.0,-7.821,0,0.045,0.00139,0.807,0.113,0.347,174.955,3,rock
Big Ups,Goes Black,2.36,31.0,0.377,0.976,6.0,-3.686,0,0.217,0.000107,0.0936,0.142,0.264,116.062,4,rock
David Shaw,Heavy Soul,3.04,47.0,0.72,0.747,7.0,-4.413,1,0.0313,0.204,2.55e-05,0.139,0.919,145.047,4,rock
Olive Amun,Blues,2.5,56.0,0.694,0.576,11.0,-7.064,1,0.0275,0.501,2.35e-06,0.264,0.445,117.997,4,rock
Lost Frequencies,Rise,3.22,80.0,0.689,0.612,6.0,-6.014,1,0.0387,0.228,7.77e-06,0.368,0.461,122.076,4,pop
Kaunis Kuolematon,Kylm√§ maa,7.02,29.0,0.406,0.963,11.0,-7.108,1,0.18,6.16e-05,0.849,0.176,0.052,124.932,4,metal
Guitar Tom and the High Cats,Evelina,2.58,37.0,0.355,0.949,9.0,-5.356,1,0.0578,2.37e-05,1.34e-05,0.0728,0.792,83.704,4,rock
Rews,Heart Is On Fire,3.12,30.0,0.436,0.64,2.0,-6.406,1,0.0519,0.0158,2.38e-05,0.259,0.284,203.7,4,rock
TOOL,The Grudge,8.58,60.0,0.423,0.795,2.0,-7.408,1,0.0374,0.000162,0.843,0.269,0.307,96.045,5,metal
Great White,House Of Broken Love,5.97,49.0,0.581,0.468,9.0,-15.763,0,0.0314,0.0251,0.0845,0.0831,0.49,116.04,3,rock
